#Bx [T], By [T], Bz [T] on 3D mesh: inmost loop vs X (horizontal transverse position), outmost loop vs Z (longitudinal position)
#0.0 #initial X position [m]
#0.0 #step of X [m]
#1 #number of points vs X
#0.0 #initial Y position [m]
#0.0 #step of Y [m]
#1 #number of points vs Y
#-1.1855 #initial Z position [m]
#0.001 #step of Z [m]
#2371 #number of points vs Z
-5.2154184e-07	-6.0313505e-07	0.0
5.7140074e-08	7.6430172e-07	0.0
8.6669127e-07	7.5900275e-08	0.0
9.8410442e-07	-8.8708123e-07	0.0
1.7789893e-07	-7.5345952e-07	0.0
1.4491771e-06	6.5657417e-08	0.0
6.6274076e-08	4.7376463e-07	0.0
7.6018495e-07	6.0736085e-07	0.0
7.0442454e-08	1.1530274e-06	0.0
-1.3133067e-06	-7.6938016e-07	0.0
3.0255396e-07	1.8603004e-07	0.0
9.9983765e-07	-2.2780405e-07	0.0
-1.8830758e-06	4.2803933e-08	0.0
-9.6310225e-07	-9.8396377e-08	0.0
5.4145454e-07	7.2215033e-07	0.0
8.2781334e-08	-2.4150606e-07	0.0
8.426025e-08	1.2619183e-06	0.0
-3.7535327e-07	7.1403747e-07	0.0
-4.8865667e-07	-5.2391158e-07	0.0
-1.0644511e-06	-8.0202358e-07	0.0
-4.87438e-07	-9.4432801e-07	0.0
9.1713737e-08	2.8506565e-07	0.0
4.4105391e-07	1.4622495e-08	0.0
2.1175754e-07	-1.6390802e-06	0.0
4.4495206e-07	1.3810572e-07	0.0
-1.295261e-07	-5.46987e-07	0.0
-1.2931638e-07	1.3155848e-07	0.0
-1.2694434e-07	1.3280687e-07	0.0
-3.5464251e-07	-9.6582028e-07	0.0
-5.8753494e-07	-1.1148041e-06	0.0
6.8384901e-07	1.2135756e-06	0.0
2.2915965e-07	6.6861065e-07	0.0
-2.3323896e-07	5.2579509e-07	0.0
-3.1941407e-09	2.4836336e-07	0.0
6.4407852e-09	-2.454815e-08	0.0
-1.7278726e-06	-8.6154648e-07	0.0
-3.4551371e-07	2.0159771e-06	0.0
-6.8491522e-07	6.5084248e-07	0.0
-2.2626914e-07	6.4468941e-07	0.0
3.5506869e-07	-3.2062769e-07	0.0
3.5687663e-07	1.0429055e-06	0.0
7.0495935e-07	7.7482343e-07	0.0
3.6447665e-07	-5.5672015e-08	0.0
-5.5629971e-07	4.8811359e-07	0.0
-1.1344681e-06	3.4823026e-07	0.0
-7.9215562e-07	8.9251245e-07	0.0
2.3917918e-08	4.8407713e-07	0.0
-1.24157e-06	5.9460092e-08	0.0
-1.3571535e-06	1.5717247e-06	0.0
-2.0502218e-06	-4.8636292e-07	0.0
-8.9962566e-07	1.0052253e-06	0.0
-6.5623021e-07	1.9720569e-06	0.0
-1.7016373e-06	8.7797537e-07	0.0
1.475959e-07	-2.2709831e-07	0.0
-8.8529532e-07	1.7471338e-07	0.0
3.640589e-08	1.1314733e-06	0.0
-8.7743666e-07	1.2730821e-06	0.0
-1.3435842e-06	3.6450043e-08	0.0
-7.6965028e-07	2.6415242e-08	0.0
-6.7477863e-08	3.0072303e-07	0.0
-9.9304907e-07	2.0431891e-08	0.0
1.6461011e-07	8.3920145e-07	0.0
-1.1012305e-06	2.962482e-07	0.0
-2.9468785e-07	-8.0688284e-07	0.0
-9.8458293e-07	-8.1452202e-07	0.0
-2.8798107e-07	-8.1528543e-07	0.0
-1.3296039e-06	-9.5886503e-07	0.0
5.1617417e-07	-5.475527e-07	0.0
-2.7966601e-07	-1.2373366e-06	0.0
-2.8459175e-07	-6.932799e-07	0.0
-5.0677829e-07	-1.2423741e-06	0.0
-1.3182016e-06	-8.4068608e-07	0.0
-5.1293995e-07	-6.9700354e-07	0.0
