-117.949528932	3.8096477356e+14
-117.907032352	4.16348928737e+14
-117.864535772	4.41707489395e+14
-117.822039192	4.56459091444e+14
-117.779542613	4.61742807187e+14
-117.737046033	4.57935486452e+14
-117.694549453	4.43926645309e+14
-117.652052873	4.19687292731e+14
-117.609556293	3.88129651425e+14
-117.567059713	3.50458291945e+14
-117.524563133	3.08217389253e+14
-117.482066553	2.64791344022e+14
-117.439569973	2.23968954941e+14
-117.397073393	1.88414779458e+14
-117.354576813	1.59300588667e+14
-117.312080233	1.3513095381e+14
-117.269583653	1.17512419148e+14
-117.227087073	1.07627937792e+14
-117.184590494	1.03057849319e+14
-117.142093914	1.02091204854e+14
-117.099597334	1.06395064074e+14
-117.057100754	1.1506705603e+14
-117.014604174	1.24784025272e+14
-116.972107594	1.34656041157e+14
-116.929611014	1.44307025609e+14
-116.887114434	1.53452034392e+14
-116.844617854	1.62091193336e+14
-116.802121274	1.69141919023e+14
-116.759624694	1.75241863102e+14
-116.717128114	1.83112139014e+14
-116.674631534	1.91556128604e+14
-116.632134954	1.97783059431e+14
-116.589638374	2.05093529977e+14
-116.547141795	2.13763659661e+14
-116.504645215	2.20925148529e+14
-116.462148635	2.26180963762e+14
-116.419652055	2.30756848763e+14
-116.377155475	2.35395648324e+14
-116.334658895	2.4050374017e+14
-116.292162315	2.44364295012e+14
-116.249665735	2.45710565933e+14
-116.207169155	2.46067266322e+14
-116.164672575	2.45988899946e+14
-116.122175995	2.43600713581e+14
-116.079679415	2.39384263655e+14
-116.037182835	2.35502754071e+14
-115.994686255	2.30558172971e+14
-115.952189676	2.2358297831e+14
-115.909693096	2.15522851422e+14
-115.867196516	2.06818731098e+14
-115.824699936	1.97585541267e+14
-115.782203356	1.8754167636e+14
-115.739706776	1.76311528063e+14
-115.697210196	1.64672787448e+14
-115.654713616	1.54127686435e+14
-115.612217036	1.44385761083e+14
-115.569720456	1.34977660387e+14
-115.527223876	1.27531839652e+14
-115.484727296	1.22029365789e+14
-115.442230716	1.18024065516e+14
-115.399734136	1.1632576666e+14
-115.357237557	1.16939670159e+14
-115.314740977	1.19273263464e+14
-115.272244397	1.23168530366e+14
-115.229747817	1.28769058669e+14
-115.187251237	1.35977322414e+14
-115.144754657	1.44841665151e+14
-115.102258077	1.54860683002e+14
-115.059761497	1.65248128516e+14
-115.017264917	1.75995059438e+14
-114.974768337	1.87204118774e+14
-114.932271757	1.97914039157e+14
-114.889775177	2.08352118309e+14
-114.847278597	2.1967016244e+14
-114.804782017	2.31177151578e+14
-114.762285437	2.42682345554e+14
-114.719788858	2.54142425596e+14
-114.677292278	2.64857815351e+14
-114.634795698	2.74117311857e+14
-114.592299118	2.81435785134e+14
-114.549802538	2.84797268132e+14
-114.507305958	2.85592239735e+14
-114.464809378	2.84627080053e+14
-114.422312798	2.81218553741e+14
-114.379816218	2.74918793019e+14
-114.337319638	2.67407599862e+14
-114.294823058	2.58385031201e+14
-114.252326478	2.47195483767e+14
-114.209829898	2.3404155922e+14
-114.167333318	2.1922741171e+14
-114.124836739	2.03637099856e+14
-114.082340159	1.88006472352e+14
-114.039843579	1.72034965373e+14
-113.997346999	1.56778687889e+14
-113.954850419	1.44132106355e+14
-113.912353839	1.33399612228e+14
-113.869857259	1.23051844829e+14
-113.827360679	1.1391928474e+14
-113.784864099	1.0725745492e+14
-113.742367519	1.02460135834e+14
-113.699870939	9.9780353065e+13
-113.657374359	9.88690566349e+13
-113.614877779	1.00152765317e+14
-113.572381199	1.04293340283e+14
-113.52988462	1.11303423164e+14
-113.48738804	1.20966831145e+14
-113.44489146	1.33718907814e+14
-113.40239488	1.49813324677e+14
-113.3598983	1.67721811575e+14
-113.31740172	1.87869536715e+14
-113.27490514	2.11450786218e+14
-113.23240856	2.36966532612e+14
-113.18991198	2.63133855744e+14
-113.1474154	2.89145083658e+14
-113.10491882	3.15434578477e+14
-113.06242224	3.42332448702e+14
-113.01992566	3.69460737212e+14
-112.97742908	3.96469471281e+14
-112.9349325	4.2202466091e+14
-112.892435921	4.4527352021e+14
-112.849939341	4.65226830971e+14
-112.807442761	4.81632062538e+14
-112.764946181	4.93618544509e+14
-112.722449601	5.01518264435e+14
-112.679953021	5.05217405682e+14
-112.637456441	5.05744411591e+14
-112.594959861	5.04626243699e+14
-112.552463281	5.01812369031e+14
-112.509966701	4.95142150603e+14
-112.467470121	4.85811803914e+14
-112.424973541	4.72855028433e+14
-112.382476961	4.56270347764e+14
-112.339980381	4.37705955607e+14
-112.297483802	4.18770182996e+14
-112.254987222	4.00171296883e+14
-112.212490642	3.81930403004e+14
-112.169994062	3.64822138978e+14
-112.127497482	3.48554648355e+14
-112.085000902	3.32718332183e+14
-112.042504322	3.16737127973e+14
-112.000007742	3.00069567857e+14
-111.957511162	2.83444756087e+14
-111.915014582	2.68550329598e+14
-111.872518002	2.54721675756e+14
-111.830021422	2.41899805868e+14
